state_id,AnalyticalResultValue
7,0.3597627228983866
8,0.31680994434137294
9,0.32783969789622597
10,0.3390421709691071
11,0.37416952694716193
12,0.34745701026631814
13,0.3588168147789088
14,0.520990722401118
15,0.3404017737881508
16,0.31708455728073853
17,0.8646481015544829
18,0.3395396396999732
