state_id,AnalyticalResultValue
0,2.282288591180721
1,0.4846830936936245
2,0.3093295862788272
3,0.3407767052726875
4,0.3226821843003413
5,0.4597137219894334
6,0.5049174359490612
7,0.3597627228983866
8,0.3168099443413729
9,0.3278396978962259
10,0.3390421709691071
11,0.3741695269471619
12,0.3474570102663181
13,0.3588168147789088
14,0.520990722401118
15,0.3404017737881508
16,0.3170845572807385
17,0.8646481015544829
18,0.3395396396999732
